peine	193.420000
croire	193.370000
désolé	193.290000
appeler	192.690000
voulait	192.150000
voyez	191.630000
personne	190.950000
dirait	190.630000
vérité	190.210000
chef	189.790000
demander	188.860000
garçon	188.410000
suffit	188.100000
aura	187.560000
penses	186.900000
point	186.700000
années	186.610000
affaires	186.320000
semaine	186.010000
étais	184.970000
bientôt	184.960000
tellement	183.700000
arriver	182.880000
instant	182.140000
voit	181.980000
presque	181.810000
fou	181.510000
gros	180.910000
dehors	180.790000
tomber	180.250000
vieux	180.080000
prend	179.020000
arrêter	178.620000
partie	177.810000
attendre	177.440000
