ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
morcelé	mORs°le	morceler	VER	VER,ADJ	m	s	par:pas;	m_O_R|s_°|l_e	m_o_r|c_e|l_é	0.2	0.29
morcelé	mORs°le	morcelé	ADJ	VER,ADJ	m	s		m_O_R|s_°|l_e	m_o_r|c_e|l_é	0.2	0.0
morcelée	mORs°le	morceler	VER	VER,ADJ	f	s	par:pas;	m_O_R|s_°|l_e_#	m_o_r|c_e|l_é_e	0.07	0.11
morcelée	mORs°le	morcelé	ADJ	VER,ADJ	f	s		m_O_R|s_°|l_e_#	m_o_r|c_e|l_é_e	0.2	0.11
morcelées	mORs°le	morceler	VER	VER	f	p	par:pas;	m_O_R|s_°|l_e_#	m_o_r|c_e|l_é_es	0.07	0.01
morcelés	mORs°le	morceler	VER	VER,ADJ	m	p	par:pas;	m_O_R|s_°|l_e_#	m_o_r|c_e|l_é_s	0.0	0.01
morcelés	mORs°le	morcelé	ADJ	VER,ADJ	m	p		m_O_R|s_°|l_e_#	m_o_r|c_e|l_é_s	0.2	0.0
morcif	mORsif	morcif	NOM	NOM	m	s		m_O_R|s_i_f	m_o_r|c_i_f	0.2	0.0
morcifs	mORsif	morcif	NOM	NOM	m	p		m_O_R|s_i_f_#	m_o_r|c_i_f_s	0.14	0.0
mord	mOR	mordre	VER	VER			ind:pre:3s;	m_O_R_#	m_o_r_d	4.8	7.95
mordaient	mORdE	mordre	VER	VER			ind:imp:3p;	m_O_R|d_E	m_o_r|d_aient	1.49	0.22
mordais	mORdE	mordre	VER	VER			ind:imp:1s;ind:imp:2s;	m_O_R|d_E	m_o_r|d_ais	0.54	0.36
mordait	mORdE	mordre	VER	VER			ind:imp:3s;	m_O_R|d_E	m_o_r|d_ait	5.74	1.09
mordant	mORd@	mordant	NOM	ADJ,NOM,VER	m	s		m_O_R|d_@	m_o_r|d_ant	1.49	0.6
mordant	mORd@	mordre	VER	ADJ,NOM,VER			par:pre;	m_O_R|d_@	m_o_r|d_ant	3.11	0.27
mordant	mORd@	mordant	ADJ	ADJ,NOM,VER	m	s		m_O_R|d_@	m_o_r|d_ant	1.62	0.22
mordante	mORd@t	mordant	ADJ	ADJ	f	s		m_O_R|d_@_t_#	m_o_r|d_an_t_e	0.81	0.1
mordantes	mORd@t	mordant	ADJ	ADJ	f	p		m_O_R|d_@_t_#	m_o_r|d_an_t_es	0.07	0.01
mordants	mORd@	mordant	ADJ	ADJ	m	p		m_O_R|d_@_#	m_o_r|d_an_ts	0.2	0.01
mordançage	mORd@saZ	mordançage	NOM	NOM	m	s		m_O_R|d_@|s_a_Z	m_o_r|d_an|ç_a_ge	0.14	0.0
morde	mORd	mordre	VER	VER			sub:pre:1s;sub:pre:3s;	m_O_R_d_#	m_o_r_d_e	0.2	0.47
mordent	mORd	mordre	VER	VER			ind:pre:3p;	m_O_R_d_#	m_o_r_d_ent	1.35	1.74
mordes	mORd	mordre	VER	VER			sub:pre:2s;	m_O_R_d_#	m_o_r_d_es	0.07	0.15
mordeur	mORd9R	mordeur	NOM	ADJ,NOM	m	s		m_O_R|d_9_R	m_o_r|d_eu_r	0.0	0.03
mordeur	mORd9R	mordeur	ADJ	ADJ,NOM	m	s		m_O_R|d_9_R	m_o_r|d_eu_r	0.07	0.0
mordeurs	mORd9R	mordeur	ADJ	ADJ,NOM	m	p		m_O_R|d_9_R_#	m_o_r|d_eu_r_s	0.07	0.01
mordeurs	mORd9R	mordeur	NOM	ADJ,NOM	m	p		m_O_R|d_9_R_#	m_o_r|d_eu_r_s	0.0	0.01
mordeuse	mORd2z	mordeuse	NOM	ADJ,NOM	f	s		m_O_R|d_2_z_#	m_o_r|d_eu_s_e	0.0	0.03
mordeuse	mORd2z	mordeur	ADJ	ADJ,NOM	f	s		m_O_R|d_2_z_#	m_o_r|d_eu_s_e	0.0	0.02
mordez	mORde	mordre	VER	VER			imp:pre:2p;ind:pre:2p;	m_O_R|d_e	m_o_r|d_ez	0.41	0.92
mordicus	mORdikys	mordicus	ADV	ADV				m_O_R|d_i|k_y_s	m_o_r|d_i|c_u_s	0.54	0.19
mordieu	mORdj2	mordieu	ONO	ONO				m_O_R|d_j_2	m_o_r|d_i_eu	0.0	0.2
mordilla	mORdija	mordiller	VER	VER			ind:pas:3s;	m_O_R|d_i|j_a	m_o_r|d_i|ll_a	0.61	0.0
mordillage	mORdijaZ	mordillage	NOM	NOM	m	s		m_O_R|d_i|j_a_Z	m_o_r|d_i|ll_a_ge	0.07	0.0
mordillaient	mORdijE	mordiller	VER	VER			ind:imp:3p;	m_O_R|d_i|j_E	m_o_r|d_i|ll_aient	0.14	0.01
mordillais	mORdijE	mordiller	VER	VER			ind:imp:1s;	m_O_R|d_i|j_E	m_o_r|d_i|ll_ais	0.07	0.0
mordillait	mORdijE	mordiller	VER	VER			ind:imp:3s;	m_O_R|d_i|j_E	m_o_r|d_i|ll_ait	1.96	0.0
mordillant	mORdij@	mordiller	VER	VER			par:pre;	m_O_R|d_i|j_@	m_o_r|d_i|ll_ant	1.01	0.02
mordille	mORdij	mordiller	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	m_O_R|d_i_j_#	m_o_r|d_i_ll_e	0.47	0.3
mordillement	mORdij°m@	mordillement	NOM	NOM	m	s		m_O_R|d_i|j_°|m_@	m_o_r|d_i|ll_e|m_ent	0.27	0.0
mordillements	mORdij°m@	mordillement	NOM	NOM	m	p		m_O_R|d_i|j_°|m_@_#	m_o_r|d_i|ll_e|m_en_ts	0.34	0.0
mordillent	mORdij	mordiller	VER	VER			ind:pre:3p;	m_O_R|d_i_j_#	m_o_r|d_i_ll_ent	0.14	0.0
mordiller	mORdije	mordiller	VER	VER			inf;	m_O_R|d_i|j_e	m_o_r|d_i|ll_er	0.68	0.25
mordillera	mORdij°Ra	mordiller	VER	VER			ind:fut:3s;	m_O_R|d_i|j_°|R_a	m_o_r|d_i|ll_e|r_a	0.07	0.0
mordillez	mORdije	mordiller	VER	VER			imp:pre:2p;	m_O_R|d_i|j_e	m_o_r|d_i|ll_ez	0.0	0.01
mordillé	mORdije	mordiller	VER	VER	m	s	par:pas;	m_O_R|d_i|j_e	m_o_r|d_i|ll_é	0.07	0.14
mordillée	mORdije	mordiller	VER	VER	f	s	par:pas;	m_O_R|d_i|j_e_#	m_o_r|d_i|ll_é_e	0.2	0.02
mordillées	mORdije	mordiller	VER	VER	f	p	par:pas;	m_O_R|d_i|j_e_#	m_o_r|d_i|ll_é_es	0.07	0.0
mordillés	mORdije	mordiller	VER	VER	m	p	par:pas;	m_O_R|d_i|j_e_#	m_o_r|d_i|ll_é_s	0.14	0.0
mordions	mORdj§	mordre	VER	VER			ind:imp:1p;	m_O_R|d_j_§	m_o_r|d_i_ons	0.14	0.01
mordirent	mORdiR	mordre	VER	VER			ind:pas:3p;	m_O_R|d_i_R_#	m_o_r|d_i_r_ent	0.2	0.0
mordis	mORdi	mordre	VER	VER			ind:pas:1s;ind:pas:2s;	m_O_R|d_i	m_o_r|d_is	0.41	0.0
mordissent	mORdis	mordre	VER	VER			sub:imp:3p;	m_O_R|d_i_s_#	m_o_r|d_i_ss_ent	0.07	0.0
mordit	mORdi	mordre	VER	VER			ind:pas:3s;	m_O_R|d_i	m_o_r|d_it	6.01	0.09
mordorait	mORdoRE	mordorer	VER	VER			ind:imp:3s;	m_O_R|d_o|R_E	m_o_r|d_o|r_ait	0.07	0.0
mordoré	mORdoRe	mordoré	ADJ	ADJ	m	s		m_O_R|d_o|R_e	m_o_r|d_o|r_é	0.41	0.01
mordorée	mORdoRe	mordorer	VER	VER,ADJ	f	s	par:pas;	m_O_R|d_o|R_e_#	m_o_r|d_o|r_é_e	0.14	0.0
mordorée	mORdoRe	mordoré	ADJ	VER,ADJ	f	s		m_O_R|d_o|R_e_#	m_o_r|d_o|r_é_e	0.61	0.0
mordorées	mORdoRe	mordoré	ADJ	VER,ADJ	f	p		m_O_R|d_o|R_e_#	m_o_r|d_o|r_é_es	0.34	0.02
mordorées	mORdoRe	mordorer	VER	VER,ADJ	f	p	par:pas;	m_O_R|d_o|R_e_#	m_o_r|d_o|r_é_es	0.07	0.0
mordorés	mORdoRe	mordoré	ADJ	VER,ADJ	m	p		m_O_R|d_o|R_e_#	m_o_r|d_o|r_é_s	0.81	0.01
mordorés	mORdoRe	mordorer	VER	VER,ADJ	m	p	par:pas;	m_O_R|d_o|R_e_#	m_o_r|d_o|r_é_s	0.07	0.0
mordra	mORdRa	mordre	VER	VER			ind:fut:3s;	m_O_R|d_R_a	m_o_r|d_r_a	0.2	0.8
mordrai	mORdRe	mordre	VER	VER			ind:fut:1s;	m_O_R|d_R_e	m_o_r|d_r_ai	0.0	0.4
mordraient	mORdRE	mordre	VER	VER			cnd:pre:3p;	m_O_R|d_R_E	m_o_r|d_r_aient	0.14	0.01
mordrais	mORdRE	mordre	VER	VER			cnd:pre:1s;cnd:pre:2s;	m_O_R|d_R_E	m_o_r|d_r_ais	0.0	0.09
mordrait	mORdRE	mordre	VER	VER			cnd:pre:3s;	m_O_R|d_R_E	m_o_r|d_r_ait	0.41	0.35
mordras	mORdRa	mordre	VER	VER			ind:fut:2s;	m_O_R|d_R_a	m_o_r|d_r_as	0.0	0.22
mordre	mORdR	mordre	VER	VER			inf;;	m_O_R_d_R_#	m_o_r_d_r_e	12.36	8.83
mordrez	mORdRe	mordre	VER	VER			ind:fut:2p;	m_O_R|d_R_e	m_o_r|d_r_ez	0.0	0.25
mordront	mORdR§	mordre	VER	VER			ind:fut:3p;	m_O_R|d_R_§	m_o_r|d_r_ont	0.07	0.58
mords	mOR	mordre	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:2s;	m_O_R_#	m_o_r_ds	2.43	6.3
mordu	mORdy	mordre	VER	VER,ADJ	m	s	par:pas;	m_O_R|d_y	m_o_r|d_u	6.28	10.22
mordu	mORdy	mordu	ADJ	VER,ADJ	m	s		m_O_R|d_y	m_o_r|d_u	0.68	0.89
mordue	mORdy	mordre	VER	VER,ADJ	f	s	par:pas;	m_O_R|d_y_#	m_o_r|d_u_e	1.08	2.77
mordue	mORdy	mordu	ADJ	VER,ADJ	f	s		m_O_R|d_y_#	m_o_r|d_u_e	0.47	0.18
mordues	mORdy	mordre	VER	VER,ADJ	f	p	par:pas;	m_O_R|d_y_#	m_o_r|d_u_es	0.34	0.32
mordues	mORdy	mordu	ADJ	VER,ADJ	f	p		m_O_R|d_y_#	m_o_r|d_u_es	0.07	0.01
mordus	mORdy	mordre	VER	VER,ADJ	m	p	par:pas;	m_O_R|d_y	m_o_r|d_us	0.54	0.45
mordus	mORdy	mordu	ADJ	VER,ADJ	m	p		m_O_R|d_y	m_o_r|d_us	0.34	0.07
mordît	mORdi	mordre	VER	VER			sub:imp:3s;	m_O_R|d_i	m_o_r|d_ît	0.07	0.0
more	mOR	more	ADJ	ADJ,NOM		s		m_O_R_#	m_o_r_e	0.07	3.68
more	mOR	more	NOM	ADJ,NOM		s		m_O_R_#	m_o_r_e	0.07	0.54
moreau	mORo	moreau	ADJ	ADJ	m	s		m_O|R_o	m_o|r_eau	0.0	0.02
morelle	mOREl	morelle	NOM	NOM	f	s		m_O|R_E_l_#	m_o|r_e_ll_e	0.0	0.01
mores	mOR	more	ADJ	ADJ,NOM		p		m_O_R_#	m_o_r_es	0.0	0.01
mores	mOR	more	NOM	ADJ,NOM		p		m_O_R_#	m_o_r_es	0.07	0.01
moresque	moREsk	moresque	NOM	ADJ,NOM	f	s		m_o|R_E_s_k_#	m_o|r_e_s_qu_e	0.0	0.27
moresque	moREsk	moresque	ADJ	ADJ,NOM	f	s		m_o|R_E_s_k_#	m_o|r_e_s_qu_e	0.07	0.14
morfal	mORfal	morfal	ADJ	ADJ	m	s		m_O_R|f_a_l	m_o_r|f_a_l	0.07	0.01
morfale	mORfal	morfal	ADJ	ADJ,VER	f	s		m_O_R|f_a_l_#	m_o_r|f_a_l_e	0.2	0.01
morfale	mORfal	morfaler	VER	ADJ,VER			ind:pre:3s;	m_O_R|f_a_l_#	m_o_r|f_a_l_e	0.07	0.0
morfaler	mORfale	morfaler	VER	VER			inf;	m_O_R|f_a|l_e	m_o_r|f_a|l_er	0.14	0.0
morfales	mORfal	morfal	ADJ	ADJ	f	p		m_O_R|f_a_l_#	m_o_r|f_a_l_es	0.07	0.01
morfalou	mORfalu	morfalou	NOM	NOM	m	s		m_O_R|f_a|l_u	m_o_r|f_a|l_ou	0.07	0.0
morfals	mORfal	morfal	ADJ	ADJ	m	p		m_O_R|f_a_l_#	m_o_r|f_a_l_s	0.14	0.0
morfalé	mORfale	morfaler	VER	VER	m	s	par:pas;	m_O_R|f_a|l_e	m_o_r|f_a|l_é	0.07	0.0
morfalée	mORfale	morfaler	VER	VER	f	s	par:pas;	m_O_R|f_a|l_e_#	m_o_r|f_a|l_é_e	0.07	0.0
morfalés	mORfale	morfaler	VER	VER	m	p	par:pas;	m_O_R|f_a|l_e_#	m_o_r|f_a|l_é_s	0.07	0.0
morfil	mORfil	morfil	NOM	NOM	m	s		m_O_R|f_i_l	m_o_r|f_i_l	0.07	0.0
morflais	mORflE	morfler	VER	VER			ind:imp:2s;	m_O_R|f_l_E	m_o_r|f_l_ais	0.14	0.0
morflait	mORflE	morfler	VER	VER			ind:imp:3s;	m_O_R|f_l_E	m_o_r|f_l_ait	0.14	0.01
morfle	mORfl	morfler	VER	VER			ind:pre:1s;ind:pre:3s;	m_O_R_f_l_#	m_o_r_f_l_e	0.41	0.38
morfler	mORfle	morfler	VER	VER			inf;	m_O_R|f_l_e	m_o_r|f_l_er	0.88	0.93
morflera	mORfl°Ra	morfler	VER	VER			ind:fut:3s;	m_O_R|f_l_°|R_a	m_o_r|f_l_e|r_a	0.14	0.01
morfleras	mORfl°Ra	morfler	VER	VER			ind:fut:2s;	m_O_R|f_l_°|R_a	m_o_r|f_l_e|r_as	0.0	0.01
morflerez	mORfl°Re	morfler	VER	VER			ind:fut:2p;	m_O_R|f_l_°|R_e	m_o_r|f_l_e|r_ez	0.0	0.01
morfles	mORfl	morfler	VER	VER			ind:pre:2s;	m_O_R_f_l_#	m_o_r_f_l_es	0.0	0.04
morflé	mORfle	morfler	VER	VER	m	s	par:pas;	m_O_R|f_l_e	m_o_r|f_l_é	1.08	0.62
morflée	mORfle	morfler	VER	VER	f	s	par:pas;	m_O_R|f_l_e_#	m_o_r|f_l_é_e	0.14	0.0
morfond	mORf§	morfondre	VER	VER			ind:pre:3s;	m_O_R|f_§_#	m_o_r|f_on_d	0.34	0.34
morfondaient	mORf§dE	morfondre	VER	VER			ind:imp:3p;	m_O_R|f_§|d_E	m_o_r|f_on|d_aient	0.2	0.0
morfondais	mORf§dE	morfondre	VER	VER			ind:imp:1s;	m_O_R|f_§|d_E	m_o_r|f_on|d_ais	0.07	0.0
morfondait	mORf§dE	morfondre	VER	VER			ind:imp:3s;	m_O_R|f_§|d_E	m_o_r|f_on|d_ait	0.68	0.14
morfondant	mORf§d@	morfondre	VER	VER			par:pre;	m_O_R|f_§|d_@	m_o_r|f_on|d_ant	0.14	0.0
morfonde	mORf§d	morfondre	VER	VER			sub:pre:1s;sub:pre:3s;	m_O_R|f_§_d_#	m_o_r|f_on_d_e	0.07	0.01
morfondis	mORf§di	morfondre	VER	VER			ind:pas:1s;	m_O_R|f_§|d_i	m_o_r|f_on|d_is	0.07	0.0
morfondra	mORf§dRa	morfondre	VER	VER			ind:fut:3s;	m_O_R|f_§|d_R_a	m_o_r|f_on|d_r_a	0.0	0.01
morfondre	mORf§dR	morfondre	VER	VER			inf;	m_O_R|f_§_d_R_#	m_o_r|f_on_d_r_e	0.68	0.47
morfonds	mORf§	morfondre	VER	VER			imp:pre:2s;ind:pre:1s;	m_O_R|f_§_#	m_o_r|f_on_ds	0.07	0.28
morfondu	mORf§dy	morfondre	VER	VER,ADJ	m	s	par:pas;	m_O_R|f_§|d_y	m_o_r|f_on|d_u	0.2	0.02
morfondu	mORf§dy	morfondu	ADJ	VER,ADJ	m	s		m_O_R|f_§|d_y	m_o_r|f_on|d_u	0.41	0.0
morfondue	mORf§dy	morfondu	ADJ	ADJ	f	s		m_O_R|f_§|d_y_#	m_o_r|f_on|d_u_e	0.27	0.0
morgana	mORgana	morganer	VER	VER			ind:pas:3s;	m_O_R|g_a|n_a	m_o_r|g_a|n_a	0.0	0.24
morganatique	mORganatik	morganatique	ADJ	ADJ	m	s		m_O_R|g_a|n_a|t_i_k_#	m_o_r|g_a|n_a|t_i_qu_e	0.07	0.0
morganatiques	mORganatik	morganatique	ADJ	ADJ	f	p		m_O_R|g_a|n_a|t_i_k_#	m_o_r|g_a|n_a|t_i_qu_es	0.07	0.0
morgane	mORgan	morganer	VER	VER			imp:pre:2s;ind:pre:3s;	m_O_R|g_a_n_#	m_o_r|g_a_n_e	0.14	0.02
morganer	mORgane	morganer	VER	VER			inf;	m_O_R|g_a|n_e	m_o_r|g_a|n_er	0.14	0.0
morganerai	mORgan°Re	morganer	VER	VER			ind:fut:1s;	m_O_R|g_a|n_°|R_e	m_o_r|g_a|n_e|r_ai	0.07	0.0
morgeline	mORZ2lin	morgeline	NOM	NOM	f	s		m_O_R|Z_2|l_i_n_#	m_o_r|g_e|l_i_n_e	0.0	0.01
morgon	mORg§	morgon	NOM	NOM	m	s		m_O_R|g_§	m_o_r|g_on	0.0	0.01
morgue	mORg	morgue	NOM	NOM	f	s		m_O_R_g_#	m_o_r_gu_e	6.76	9.95
morgues	mORg	morgue	NOM	NOM	f	p		m_O_R_g_#	m_o_r_gu_es	0.27	0.17
moria	mORja	moria	NOM	NOM	f	s		m_O|R_j_a	m_o|r_i_a	0.0	0.08
moribond	moRib§	moribond	ADJ	ADJ,NOM	m	s		m_o|R_i|b_§_#	m_o|r_i|b_on_d	1.35	0.52
moribond	moRib§	moribond	NOM	ADJ,NOM	m	s		m_o|R_i|b_§_#	m_o|r_i|b_on_d	1.62	0.31
moribonde	moRib§d	moribond	ADJ	ADJ,NOM	f	s		m_o|R_i|b_§_d_#	m_o|r_i|b_on_d_e	0.54	0.05
moribonde	moRib§d	moribond	NOM	ADJ,NOM	f	s		m_o|R_i|b_§_d_#	m_o|r_i|b_on_d_e	0.14	0.0
moribondes	moRib§d	moribond	ADJ	ADJ	f	p		m_o|R_i|b_§_d_#	m_o|r_i|b_on_d_es	0.2	0.03
moribonds	moRib§	moribond	NOM	ADJ,NOM	m	p		m_o|R_i|b_§_#	m_o|r_i|b_on_ds	0.47	0.14
moribonds	moRib§	moribond	ADJ	ADJ,NOM	m	p		m_o|R_i|b_§_#	m_o|r_i|b_on_ds	0.41	0.05
moricaud	moRiko	moricaud	NOM	ADJ,NOM	m	s		m_o|R_i|k_o_#	m_o|r_i|c_au_d	0.07	0.07
moricaud	moRiko	moricaud	ADJ	ADJ,NOM	m	s		m_o|R_i|k_o_#	m_o|r_i|c_au_d	0.0	0.02
moricaude	moRikod	moricaud	NOM	ADJ,NOM	f	s		m_o|R_i|k_o_d_#	m_o|r_i|c_au_d_e	0.74	0.01
moricaude	moRikod	moricaud	ADJ	ADJ,NOM	f	s		m_o|R_i|k_o_d_#	m_o|r_i|c_au_d_e	0.07	0.0
moricaudes	moRikod	moricaud	NOM	NOM	f	p		m_o|R_i|k_o_d_#	m_o|r_i|c_au_d_es	0.07	0.0
moricauds	moRiko	moricaud	NOM	NOM	m	p		m_o|R_i|k_o_#	m_o|r_i|c_au_ds	0.07	0.08
morigène	moRiZEn	morigéner	VER	VER			ind:pre:3s;	m_o|R_i|Z_E_n_#	m_o|r_i|g_è_n_e	0.14	0.0
morigéna	moRiZena	morigéner	VER	VER			ind:pas:3s;	m_o|R_i|Z_e|n_a	m_o|r_i|g_é|n_a	0.07	0.0
morigénai	moRiZene	morigéner	VER	VER			ind:pas:1s;	m_o|R_i|Z_e|n_e	m_o|r_i|g_é|n_ai	0.07	0.0
morigénais	moRiZenE	morigéner	VER	VER			ind:imp:1s;	m_o|R_i|Z_e|n_E	m_o|r_i|g_é|n_ais	0.07	0.0
morigénait	moRiZenE	morigéner	VER	VER			ind:imp:3s;	m_o|R_i|Z_e|n_E	m_o|r_i|g_é|n_ait	0.07	0.0
morigénant	moRiZen@	morigéner	VER	VER			par:pre;	m_o|R_i|Z_e|n_@	m_o|r_i|g_é|n_ant	0.27	0.0
morigéner	moRiZene	morigéner	VER	VER			inf;	m_o|R_i|Z_e|n_e	m_o|r_i|g_é|n_er	0.2	0.0
morigéné	moRiZene	morigéner	VER	VER	m	s	par:pas;	m_o|R_i|Z_e|n_e	m_o|r_i|g_é|n_é	0.2	0.0
morigénée	moRiZene	morigéner	VER	VER	f	s	par:pas;	m_o|R_i|Z_e|n_e_#	m_o|r_i|g_é|n_é_e	0.14	0.0
morille	moRij	morille	NOM	NOM	f	s		m_o|R_i_j_#	m_o|r_i_ll_e	0.14	0.0
morilles	moRij	morille	NOM	NOM	f	p		m_o|R_i_j_#	m_o|r_i_ll_es	0.47	0.17
morillon	moRij§	morillon	NOM	NOM	m	s		m_o|R_i|j_§	m_o|r_i|ll_on	0.81	0.14
morillons	moRij§	morillon	NOM	NOM	m	p		m_o|R_i|j_§_#	m_o|r_i|ll_on_s	0.07	0.0
morlingue	mORl5g	morlingue	NOM	NOM	m	s		m_O_R|l_5_g_#	m_o_r|l_in_gu_e	1.01	0.0
morlingues	mORl5g	morlingue	NOM	NOM	m	p		m_O_R|l_5_g_#	m_o_r|l_in_gu_es	0.27	0.0
mormon	mORm§	mormon	ADJ	ADJ,NOM	m	s		m_O_R|m_§	m_o_r|m_on	0.07	0.24
mormon	mORm§	mormon	NOM	ADJ,NOM	m	s		m_O_R|m_§	m_o_r|m_on	0.0	0.18
mormone	mORmOn	mormon	ADJ	ADJ,NOM	f	s		m_O_R|m_O_n_#	m_o_r|m_o_n_e	0.07	0.06
mormone	mORmOn	mormon	NOM	ADJ,NOM	f	s		m_O_R|m_O_n_#	m_o_r|m_o_n_e	0.0	0.02
mormones	mORmOn	mormon	ADJ	ADJ	f	p		m_O_R|m_O_n_#	m_o_r|m_o_n_es	0.0	0.03
mormons	mORm§	mormon	NOM	ADJ,NOM	m	p		m_O_R|m_§_#	m_o_r|m_on_s	0.14	0.55
mormons	mORm§	mormon	ADJ	ADJ,NOM	m	p		m_O_R|m_§_#	m_o_r|m_on_s	0.0	0.1
morne	mORn	morne	ADJ	ADJ,NOM		s		m_O_R_n_#	m_o_r_n_e	14.46	0.81
morne	mORn	morne	NOM	ADJ,NOM		s		m_O_R_n_#	m_o_r_n_e	0.74	0.15
mornement	mORn2m@	mornement	ADV	ADV				m_O_R|n_2|m_@	m_o_r|n_e|m_ent	0.07	0.01
mornes	mORn	morne	ADJ	ADJ,NOM		p		m_O_R_n_#	m_o_r_n_es	5.2	0.25
mornes	mORn	morne	NOM	ADJ,NOM		p		m_O_R_n_#	m_o_r_n_es	1.15	0.0
mornifle	mORnifl	mornifle	NOM	NOM	f	s		m_O_R|n_i_f_l_#	m_o_r|n_i_f_l_e	0.81	0.0
moro	moRo	moro	ADJ	ADJ		s		m_o|R_o	m_o|r_o	0.0	0.01
morose	moRoz	morose	ADJ	ADJ		s		m_o|R_o_z_#	m_o|r_o_s_e	7.23	1.0
morosement	mORoz°m@	morosement	ADV	ADV				m_O|R_o|z_°|m_@	m_o|r_o|s_e|m_ent	0.07	0.0
moroses	moRoz	morose	ADJ	ADJ		p		m_o|R_o_z_#	m_o|r_o_s_es	1.55	0.24
morosité	moRozite	morosité	NOM	NOM	f	s		m_o|R_o|z_i|t_e	m_o|r_o|s_i|t_é	1.01	0.07
morosités	moRozite	morosité	NOM	NOM	f	p		m_o|R_o|z_i|t_e_#	m_o|r_o|s_i|t_é_s	0.07	0.0
morphine	mORfin	morphine	NOM	NOM	f	s		m_O_R|f_i_n_#	m_o_r|ph_i_n_e	1.62	7.37
morphing	mORfiG	morphing	NOM	NOM	m	s		m_O_R|f_i_G	m_o_r|ph_i_ng	0.0	0.01
morphinomane	mORfinoman	morphinomane	ADJ	ADJ,NOM	m	s		m_O_R|f_i|n_o|m_a_n_#	m_o_r|ph_i|n_o|m_a_n_e	0.14	0.14
morphinomane	mORfinoman	morphinomane	NOM	ADJ,NOM		s		m_O_R|f_i|n_o|m_a_n_#	m_o_r|ph_i|n_o|m_a_n_e	0.07	0.1
morphique	mORfik	morphique	ADJ	ADJ		s		m_O_R|f_i_k_#	m_o_r|ph_i_qu_e	0.0	0.04
morpho	mORfo	morpho	ADV	ADV				m_O_R|f_o	m_o_r|ph_o	0.0	0.03
morphogenèse	mORfoZ2nEz	morphogenèse	NOM	NOM	f	s		m_O_R|f_o|Z_2|n_E_z_#	m_o_r|ph_o|g_e|n_è_s_e	0.0	0.01
morphogénétique	mORfoZenetik	morphogénétique	ADJ	ADJ	m	s		m_O_R|f_o|Z_e|n_e|t_i_k_#	m_o_r|ph_o|g_é|n_é|t_i_qu_e	0.0	0.11
morphologie	mORfoloZi	morphologie	NOM	NOM	f	s		m_O_R|f_o|l_o|Z_i_#	m_o_r|ph_o|l_o|g_i_e	0.81	0.33
morphologique	mORfoloZik	morphologique	ADJ	ADJ		s		m_O_R|f_o|l_o|Z_i_k_#	m_o_r|ph_o|l_o|g_i_qu_e	0.07	0.0
morphologiques	mORfoloZik	morphologique	ADJ	ADJ	f	p		m_O_R|f_o|l_o|Z_i_k_#	m_o_r|ph_o|l_o|g_i_qu_es	0.07	0.01
morpion	mORpj§	morpion	NOM	NOM	m	s		m_O_R|p_j_§	m_o_r|p_i_on	0.95	0.46
morpions	mORpj§	morpion	NOM	NOM	m	p		m_O_R|p_j_§_#	m_o_r|p_i_on_s	0.81	1.68
mors	mOR	mors	NOM	NOM	m			m_O_R_#	m_o_r_s	1.89	0.64
morse	mORs	morse	NOM	NOM	m	s		m_O_R_s_#	m_o_r_s_e	0.88	3.5
morsure	mORsyR	morsure	NOM	NOM	f	s		m_O_R|s_y_R_#	m_o_r|s_u_r_e	4.26	3.9
morsures	mORsyR	morsure	NOM	NOM	f	p		m_O_R|s_y_R_#	m_o_r|s_u_r_es	1.69	2.41
mort	mOR	mort	NOM	ADJ,NOM,VER	m	s		m_O_R_#	m_o_r_t	373.99	372.07
mort	mOR	mourir	VER	ADJ,NOM,VER	m	s	par:pas;	m_O_R_#	m_o_r_t	93.65	318.84
mort	mOR	mort	ADJ	ADJ,NOM,VER	m	s		m_O_R_#	m_o_r_t	41.28	54.19
mortadelle	mORtadEl	mortadelle	NOM	NOM	f	s		m_O_R|t_a|d_E_l_#	m_o_r|t_a|d_e_ll_e	0.34	0.79
mortaise	mORtEz	mortaise	NOM	NOM	f	s		m_O_R|t_E_z_#	m_o_r|t_ai_s_e	0.0	0.14
mortaiser	mORtEze	mortaiser	VER	VER			inf;	m_O_R|t_E|z_e	m_o_r|t_ai|s_er	0.2	0.01
mortaises	mORtEz	mortaise	NOM	NOM	f	p		m_O_R|t_E_z_#	m_o_r|t_ai_s_es	0.2	0.01
mortaiseuse	mORtEz2z	mortaiseur	NOM	NOM	f	s		m_O_R|t_E|z_2_z_#	m_o_r|t_ai|s_eu_s_e	0.14	0.0
mortalité	mORtalite	mortalité	NOM	NOM	f	s		m_O_R|t_a|l_i|t_e	m_o_r|t_a|l_i|t_é	0.61	1.51
morte	mORt	mourir	VER	ADJ,NOM,VER	f	s	par:pas;	m_O_R_t_#	m_o_r_t_e	44.93	112.36
morte	mORt	mort	ADJ	ADJ,NOM,VER	f	s		m_O_R_t_#	m_o_r_t_e	28.18	15.87
morte	mORt	mort	NOM	ADJ,NOM,VER	f	s		m_O_R_t_#	m_o_r_t_e	11.28	8.44
