ortho	phon	lemme	cgram	cgramortho	genre	nombre	infover	syll_cv	orthosyll_cv	freqlivres	freqfilms2
compensateurs	k§p@sat9R	compensateur	ADJ	ADJ	m	p		k_§|p_@|s_a|t_9_R_#	c_om|p_en|s_a|t_eu_r_s	0.0	0.06
compensation	k§p@sasj§	compensation	NOM	NOM	f	s		k_§|p_@|s_a|s_j_§	c_om|p_en|s_a|t_i_on	4.39	2.83
compensations	k§p@sasj§	compensation	NOM	NOM	f	p		k_§|p_@|s_a|s_j_§_#	c_om|p_en|s_a|t_i_on_s	1.42	0.49
compensatoire	k§p@satwaR	compensatoire	ADJ	ADJ		s		k_§|p_@|s_a|t_wa_R_#	c_om|p_en|s_a|t_oi_r_e	0.34	0.02
compense	k§p@s	compenser	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	k_§|p_@_s_#	c_om|p_en_s_e	0.74	0.99
compensent	k§p@s	compenser	VER	VER			ind:pre:3p;	k_§|p_@_s_#	c_om|p_en_s_ent	0.2	0.26
compenser	k§p@se	compenser	VER	VER			inf;	k_§|p_@|s_e	c_om|p_en|s_er	3.99	2.06
compensera	k§p@s°Ra	compenser	VER	VER			ind:fut:3s;	k_§|p_@|s_°|R_a	c_om|p_en|s_e|r_a	0.0	0.32
compenserais	k§p@s°RE	compenser	VER	VER			cnd:pre:2s;	k_§|p_@|s_°|R_E	c_om|p_en|s_e|r_ais	0.0	0.01
compenserait	k§p@s°RE	compenser	VER	VER			cnd:pre:3s;	k_§|p_@|s_°|R_E	c_om|p_en|s_e|r_ait	0.41	0.17
compensez	k§p@se	compenser	VER	VER			imp:pre:2p;ind:pre:2p;	k_§|p_@|s_e	c_om|p_en|s_ez	0.0	0.28
compensât	k§p@sa	compenser	VER	VER			sub:imp:3s;	k_§|p_@|s_a	c_om|p_en|s_ât	0.14	0.0
compensèrent	k§p@sER	compenser	VER	VER			ind:pas:3p;	k_§|p_@|s_E_R_#	c_om|p_en|s_è_r_ent	0.07	0.0
compensé	k§p@se	compenser	VER	VER,ADJ	m	s	par:pas;	k_§|p_@|s_e	c_om|p_en|s_é	0.61	0.31
compensé	k§p@se	compensé	ADJ	VER,ADJ	m	s		k_§|p_@|s_e	c_om|p_en|s_é	0.0	0.01
compensée	k§p@se	compenser	VER	VER,ADJ	f	s	par:pas;	k_§|p_@|s_e_#	c_om|p_en|s_é_e	0.68	0.06
compensée	k§p@se	compensé	ADJ	VER,ADJ	f	s		k_§|p_@|s_e_#	c_om|p_en|s_é_e	0.34	0.03
compensées	k§p@se	compensé	ADJ	VER,ADJ	f	p		k_§|p_@|s_e_#	c_om|p_en|s_é_es	0.61	0.04
compensées	k§p@se	compenser	VER	VER,ADJ	f	p	par:pas;	k_§|p_@|s_e_#	c_om|p_en|s_é_es	0.14	0.02
compensés	k§p@se	compensé	ADJ	VER,ADJ	m	p		k_§|p_@|s_e_#	c_om|p_en|s_é_s	0.0	0.13
compensés	k§p@se	compenser	VER	VER,ADJ	m	p	par:pas;	k_§|p_@|s_e_#	c_om|p_en|s_é_s	0.07	0.02
compil	k§pil	compil	NOM	NOM	f	s		k_§|p_i_l	c_om|p_i_l	0.0	0.19
compilant	k§pil@	compiler	VER	VER			par:pre;	k_§|p_i|l_@	c_om|p_i|l_ant	0.27	0.14
compilateur	k§pilat9R	compilateur	NOM	NOM	m	s		k_§|p_i|l_a|t_9_R	c_om|p_i|l_a|t_eu_r	0.14	0.08
compilation	k§pilasj§	compilation	NOM	NOM	f	s		k_§|p_i|l_a|s_j_§	c_om|p_i|l_a|t_i_on	0.34	0.26
compilations	k§pilasj§	compilation	NOM	NOM	f	p		k_§|p_i|l_a|s_j_§_#	c_om|p_i|l_a|t_i_on_s	0.14	0.03
compile	k§pil	compiler	VER	VER			imp:pre:2s;ind:pre:3s;	k_§|p_i_l_#	c_om|p_i_l_e	0.07	0.09
compiler	k§pile	compiler	VER	VER			inf;	k_§|p_i|l_e	c_om|p_i|l_er	0.0	0.23
compilons	k§pil§	compiler	VER	VER			ind:pre:1p;	k_§|p_i|l_§	c_om|p_i|l_ons	0.0	0.01
compilé	k§pile	compiler	VER	VER	m	s	par:pas;	k_§|p_i|l_e	c_om|p_i|l_é	0.07	0.11
compilées	k§pile	compiler	VER	VER	f	p	par:pas;	k_§|p_i|l_e_#	c_om|p_i|l_é_es	0.14	0.02
compissait	k§pisE	compisser	VER	VER			ind:imp:3s;	k_§|p_i|s_E	c_om|p_i|ss_ait	0.07	0.0
compisse	k§pis	compisser	VER	VER			ind:pre:1s;ind:pre:3s;	k_§|p_i_s_#	c_om|p_i_ss_e	0.07	0.01
compisser	k§pise	compisser	VER	VER			inf;	k_§|p_i|s_e	c_om|p_i|ss_er	0.07	0.0
compissé	k§pise	compisser	VER	VER	m	s	par:pas;	k_§|p_i|s_e	c_om|p_i|ss_é	0.07	0.0
complainte	k§pl5t	complainte	NOM	NOM	f	s		k_§|p_l_5_t_#	c_om|p_l_ain_t_e	1.62	0.61
complaintes	k§pl5t	complainte	NOM	NOM	f	p		k_§|p_l_5_t_#	c_om|p_l_ain_t_es	0.68	0.04
complairait	k§plERE	complaire	VER	VER			cnd:pre:3s;	k_§|p_l_E|R_E	c_om|p_l_ai|r_ait	0.14	0.0
complaire	k§plER	complaire	VER	VER			inf;	k_§|p_l_E_R_#	c_om|p_l_ai_r_e	1.08	0.19
complais	k§plE	complaire	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:2s;	k_§|p_l_E	c_om|p_l_ais	0.54	0.34
complaisaient	k§plEzE	complaire	VER	VER			ind:imp:3p;	k_§|p_l_E|z_E	c_om|p_l_ai|s_aient	0.14	0.0
complaisais	k§plEzE	complaire	VER	VER			ind:imp:1s;	k_§|p_l_E|z_E	c_om|p_l_ai|s_ais	0.14	0.0
complaisait	k§plEzE	complaire	VER	VER			ind:imp:3s;	k_§|p_l_E|z_E	c_om|p_l_ai|s_ait	0.68	0.0
complaisamment	k§plEzam@	complaisamment	ADV	ADV				k_§|p_l_E|z_a|m_@	c_om|p_l_ai|s_a|mm_ent	3.18	0.01
complaisance	k§plEz@s	complaisance	NOM	NOM	f	s		k_§|p_l_E|z_@_s_#	c_om|p_l_ai|s_an_c_e	10.0	0.8
complaisances	k§plEz@s	complaisance	NOM	NOM	f	p		k_§|p_l_E|z_@_s_#	c_om|p_l_ai|s_an_c_es	1.22	0.14
complaisant	k§plEz@	complaisant	ADJ	VER,ADJ	m	s		k_§|p_l_E|z_@	c_om|p_l_ai|s_ant	1.82	0.42
complaisant	k§plEz@	complaire	VER	VER,ADJ			par:pre;	k_§|p_l_E|z_@	c_om|p_l_ai|s_ant	0.27	0.17
complaisante	k§plEz@t	complaisant	ADJ	ADJ	f	s		k_§|p_l_E|z_@_t_#	c_om|p_l_ai|s_an_t_e	1.96	0.03
complaisantes	k§plEz@t	complaisant	ADJ	ADJ	f	p		k_§|p_l_E|z_@_t_#	c_om|p_l_ai|s_an_t_es	0.27	0.0
complaisants	k§plEz@	complaisant	ADJ	ADJ	m	p		k_§|p_l_E|z_@_#	c_om|p_l_ai|s_an_ts	0.88	0.16
complaise	k§plEz	complaire	VER	VER			sub:pre:3s;	k_§|p_l_E_z_#	c_om|p_l_ai_s_e	0.14	0.0
complaisent	k§plEz	complaire	VER	VER			ind:pre:3p;	k_§|p_l_E_z_#	c_om|p_l_ai_s_ent	0.2	0.02
complaisez	k§plEze	complaire	VER	VER			ind:pre:2p;	k_§|p_l_E|z_e	c_om|p_l_ai|s_ez	0.07	0.06
complaisiez	k§plEzje	complaire	VER	VER			ind:imp:2p;	k_§|p_l_E|z_j_e	c_om|p_l_ai|s_i_ez	0.14	0.0
complaît	k§plE	complaire	VER	VER			ind:pre:3s;	k_§|p_l_E_#	c_om|p_l_aî_t	0.47	0.16
complet	k§plE	complet	ADJ	ADJ,NOM	m	s		k_§|p_l_E	c_om|p_l_et	20.61	17.76
complet	k§plE	complet	NOM	ADJ,NOM	m	s		k_§|p_l_E	c_om|p_l_et	9.53	4.35
complets	k§plE	complet	ADJ	ADJ,NOM	m	p		k_§|p_l_E_#	c_om|p_l_e_ts	2.03	1.68
complets	k§plE	complet	NOM	ADJ,NOM	m	p		k_§|p_l_E_#	c_om|p_l_e_ts	1.01	0.11
complexait	k§plEksE	complexer	VER	VER			ind:imp:3s;	k_§|p_l_E|ks_E	c_om|p_l_e|x_ait	0.07	0.0
complexe	k§plEks	complexe	ADJ	ADJ,NOM,VER		s		k_§|p_l_E_ks_#	c_om|p_l_e_x_e	5.68	6.7
complexe	k§plEks	complexe	NOM	ADJ,NOM,VER	m	s		k_§|p_l_E_ks_#	c_om|p_l_e_x_e	4.53	4.54
complexe	k§plEks	complexer	VER	ADJ,NOM,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	k_§|p_l_E_ks_#	c_om|p_l_e_x_e	0.34	0.09
complexer	k§plEkse	complexer	VER	VER			inf;	k_§|p_l_E|ks_e	c_om|p_l_e|x_er	0.14	0.17
complexes	k§plEks	complexe	ADJ	ADJ,NOM,VER		p		k_§|p_l_E_ks_#	c_om|p_l_e_x_es	2.84	1.92
complexes	k§plEks	complexe	NOM	ADJ,NOM,VER	m	p		k_§|p_l_E_ks_#	c_om|p_l_e_x_es	3.92	1.41
complexes	k§plEks	complexer	VER	ADJ,NOM,VER			ind:pre:2s;	k_§|p_l_E_ks_#	c_om|p_l_e_x_es	0.0	0.01
complexion	k§plEksj§	complexion	NOM	NOM	f	s		k_§|p_l_E|ks_j_§	c_om|p_l_e|x_i_on	0.68	0.02
complexité	k§plEksite	complexité	NOM	NOM	f	s		k_§|p_l_E|ks_i|t_e	c_om|p_l_e|x_i|t_é	2.64	0.92
complexités	k§plEksite	complexité	NOM	NOM	f	p		k_§|p_l_E|ks_i|t_e_#	c_om|p_l_e|x_i|t_é_s	0.0	0.36
complexé	k§plEkse	complexer	VER	VER,ADJ	m	s	par:pas;	k_§|p_l_E|ks_e	c_om|p_l_e|x_é	0.14	0.11
complexé	k§plEkse	complexé	ADJ	VER,ADJ	m	s		k_§|p_l_E|ks_e	c_om|p_l_e|x_é	0.34	0.04
complexée	k§plEkse	complexé	ADJ	VER,ADJ	f	s		k_§|p_l_E|ks_e_#	c_om|p_l_e|x_é_e	0.0	0.05
complexée	k§plEkse	complexer	VER	VER,ADJ	f	s	par:pas;	k_§|p_l_E|ks_e_#	c_om|p_l_e|x_é_e	0.0	0.01
complexés	k§plEkse	complexer	VER	VER,ADJ	m	p	par:pas;	k_§|p_l_E|ks_e_#	c_om|p_l_e|x_é_s	0.0	0.03
complexés	k§plEkse	complexé	ADJ	VER,ADJ	m	p		k_§|p_l_E|ks_e_#	c_om|p_l_e|x_é_s	0.07	0.02
complication	k§plikasj§	complication	NOM	NOM	f	s		k_§|p_l_i|k_a|s_j_§	c_om|p_l_i|c_a|t_i_on	3.24	1.01
complications	k§plikasj§	complication	NOM	NOM	f	p		k_§|p_l_i|k_a|s_j_§_#	c_om|p_l_i|c_a|t_i_on_s	5.14	3.58
complice	k§plis	complice	NOM	ADJ,NOM		s		k_§|p_l_i_s_#	c_om|p_l_i_c_e	7.64	9.22
complice	k§plis	complice	ADJ	ADJ,NOM		s		k_§|p_l_i_s_#	c_om|p_l_i_c_e	12.7	5.16
complices	k§plis	complice	NOM	ADJ,NOM		p		k_§|p_l_i_s_#	c_om|p_l_i_c_es	7.09	5.19
complices	k§plis	complice	ADJ	ADJ,NOM		p		k_§|p_l_i_s_#	c_om|p_l_i_c_es	4.39	1.47
complicité	k§plisite	complicité	NOM	NOM	f	s		k_§|p_l_i|s_i|t_e	c_om|p_l_i|c_i|t_é	22.03	5.2
complicités	k§plisite	complicité	NOM	NOM	f	p		k_§|p_l_i|s_i|t_e_#	c_om|p_l_i|c_i|t_é_s	2.43	0.42
complies	k§pli	complies	NOM	NOM	f	p		k_§|p_l_i_#	c_om|p_l_i_es	0.95	0.09
compliment	k§plim@	compliment	NOM	NOM	m	s		k_§|p_l_i|m_@	c_om|p_l_i|m_ent	5.54	8.29
complimenta	k§plim@ta	complimenter	VER	VER			ind:pas:3s;	k_§|p_l_i|m_@|t_a	c_om|p_l_i|m_en|t_a	0.07	0.0
complimentaient	k§plim@tE	complimenter	VER	VER			ind:imp:3p;	k_§|p_l_i|m_@|t_E	c_om|p_l_i|m_en|t_aient	0.14	0.0
complimentais	k§plim@tE	complimenter	VER	VER			ind:imp:1s;	k_§|p_l_i|m_@|t_E	c_om|p_l_i|m_en|t_ais	0.07	0.04
complimentait	k§plim@tE	complimenter	VER	VER			ind:imp:3s;	k_§|p_l_i|m_@|t_E	c_om|p_l_i|m_en|t_ait	0.2	0.03
complimentant	k§plim@t@	complimenter	VER	VER			par:pre;	k_§|p_l_i|m_@|t_@	c_om|p_l_i|m_en|t_ant	0.07	0.03
complimente	k§plim@t	complimenter	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	k_§|p_l_i|m_@_t_#	c_om|p_l_i|m_en_t_e	0.2	0.25
complimentent	k§plim@t	complimenter	VER	VER			ind:pre:3p;	k_§|p_l_i|m_@_t_#	c_om|p_l_i|m_en_t_ent	0.07	0.01
complimenter	k§plim@te	complimenter	VER	VER			inf;;	k_§|p_l_i|m_@|t_e	c_om|p_l_i|m_en|t_er	0.2	0.68
complimenteraient	k§plim@t°RE	complimenter	VER	VER			cnd:pre:3p;	k_§|p_l_i|m_@|t_°|R_E	c_om|p_l_i|m_en|t_e|r_aient	0.14	0.0
complimentez	k§plim@te	complimenter	VER	VER			imp:pre:2p;	k_§|p_l_i|m_@|t_e	c_om|p_l_i|m_en|t_ez	0.0	0.05
compliments	k§plim@	compliment	NOM	NOM	m	p		k_§|p_l_i|m_@_#	c_om|p_l_i|m_en_ts	9.46	8.89
complimentât	k§plim@ta	complimenter	VER	VER			sub:imp:3s;	k_§|p_l_i|m_@|t_a	c_om|p_l_i|m_en|t_ât	0.07	0.0
complimenté	k§plim@te	complimenter	VER	VER	m	s	par:pas;	k_§|p_l_i|m_@|t_e	c_om|p_l_i|m_en|t_é	0.14	0.08
complimentée	k§plim@te	complimenter	VER	VER	f	s	par:pas;	k_§|p_l_i|m_@|t_e_#	c_om|p_l_i|m_en|t_é_e	0.2	0.05
compliqua	k§plika	compliquer	VER	VER			ind:pas:3s;	k_§|p_l_i|k_a	c_om|p_l_i|qu_a	0.14	0.11
compliquaient	k§plikE	compliquer	VER	VER			ind:imp:3p;	k_§|p_l_i|k_E	c_om|p_l_i|qu_aient	0.95	0.15
compliquais	k§plikE	compliquer	VER	VER			ind:imp:1s;	k_§|p_l_i|k_E	c_om|p_l_i|qu_ais	0.07	0.0
compliquait	k§plikE	compliquer	VER	VER			ind:imp:3s;	k_§|p_l_i|k_E	c_om|p_l_i|qu_ait	0.81	0.02
compliquant	k§plik@	compliquer	VER	VER			par:pre;	k_§|p_l_i|k_@	c_om|p_l_i|qu_ant	0.47	0.0
complique	k§plik	compliquer	VER	VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;	k_§|p_l_i_k_#	c_om|p_l_i_qu_e	1.96	4.74
compliquent	k§plik	compliquer	VER	VER			ind:pre:3p;	k_§|p_l_i_k_#	c_om|p_l_i_qu_ent	0.47	0.4
compliquer	k§plike	compliquer	VER	VER			inf;	k_§|p_l_i|k_e	c_om|p_l_i|qu_er	2.7	1.91
compliquera	k§plik°Ra	compliquer	VER	VER			ind:fut:3s;	k_§|p_l_i|k_°|R_a	c_om|p_l_i|qu_e|r_a	0.07	0.02
compliquerai	k§plik°Re	compliquer	VER	VER			ind:fut:1s;	k_§|p_l_i|k_°|R_e	c_om|p_l_i|qu_e|r_ai	0.0	0.11
compliquerait	k§plik°RE	compliquer	VER	VER			cnd:pre:3s;	k_§|p_l_i|k_°|R_E	c_om|p_l_i|qu_e|r_ait	0.34	0.02
compliques	k§plik	compliquer	VER	VER			ind:pre:2s;	k_§|p_l_i_k_#	c_om|p_l_i_qu_es	0.41	0.68
compliquez	k§plike	compliquer	VER	VER			imp:pre:2p;ind:pre:2p;	k_§|p_l_i|k_e	c_om|p_l_i|qu_ez	0.14	0.9
compliquions	k§plikj§	compliquer	VER	VER			ind:imp:1p;	k_§|p_l_i|k_j_§	c_om|p_l_i|qu_i_ons	0.07	0.0
compliquons	k§plik§	compliquer	VER	VER			imp:pre:1p;ind:pre:1p;	k_§|p_l_i|k_§	c_om|p_l_i|qu_ons	0.14	0.51
compliquèrent	k§plikER	compliquer	VER	VER			ind:pas:3p;	k_§|p_l_i|k_E_R_#	c_om|p_l_i|qu_è_r_ent	0.07	0.0
compliqué	k§plike	compliqué	ADJ	VER,ADJ	m	s		k_§|p_l_i|k_e	c_om|p_l_i|qu_é	12.91	17.17
compliqué	k§plike	compliquer	VER	VER,ADJ	m	s	par:pas;	k_§|p_l_i|k_e	c_om|p_l_i|qu_é	5.95	10.77
compliquée	k§plike	compliqué	ADJ	VER,ADJ	f	s		k_§|p_l_i|k_e_#	c_om|p_l_i|qu_é_e	5.07	4.44
compliquée	k§plike	compliquer	VER	VER,ADJ	f	s	par:pas;	k_§|p_l_i|k_e_#	c_om|p_l_i|qu_é_e	1.49	1.09
compliquées	k§plike	compliqué	ADJ	VER,ADJ	f	p		k_§|p_l_i|k_e_#	c_om|p_l_i|qu_é_es	3.04	0.95
compliquées	k§plike	compliquer	VER	VER,ADJ	f	p	par:pas;	k_§|p_l_i|k_e_#	c_om|p_l_i|qu_é_es	1.28	0.51
compliqués	k§plike	compliqué	ADJ	VER,ADJ	m	p		k_§|p_l_i|k_e_#	c_om|p_l_i|qu_é_s	3.45	0.94
compliqués	k§plike	compliquer	VER	VER,ADJ	m	p	par:pas;	k_§|p_l_i|k_e_#	c_om|p_l_i|qu_é_s	1.35	0.37
complot	k§plo	complot	NOM	NOM	m	s		k_§|p_l_o_#	c_om|p_l_o_t	4.8	9.82
complotai	k§plote	comploter	VER	VER			ind:pas:1s;	k_§|p_l_o|t_e	c_om|p_l_o|t_ai	0.07	0.0
complotaient	k§plotE	comploter	VER	VER			ind:imp:3p;	k_§|p_l_o|t_E	c_om|p_l_o|t_aient	0.14	0.26
complotais	k§plotE	comploter	VER	VER			ind:imp:2s;	k_§|p_l_o|t_E	c_om|p_l_o|t_ais	0.0	0.01
complotait	k§plotE	comploter	VER	VER			ind:imp:3s;	k_§|p_l_o|t_E	c_om|p_l_o|t_ait	0.47	0.04
complotant	k§plot@	comploter	VER	VER			par:pre;	k_§|p_l_o|t_@	c_om|p_l_o|t_ant	0.14	0.19
complote	k§plOt	comploter	VER	VER			ind:pre:1s;ind:pre:3s;	k_§|p_l_O_t_#	c_om|p_l_o_t_e	0.47	0.61
complotent	k§plOt	comploter	VER	VER			ind:pre:3p;	k_§|p_l_O_t_#	c_om|p_l_o_t_ent	0.14	0.32
comploter	k§plote	comploter	VER	VER			inf;;	k_§|p_l_o|t_e	c_om|p_l_o|t_er	0.54	0.71
comploteraient	k§plOt°RE	comploter	VER	VER			cnd:pre:3p;	k_§|p_l_O|t_°|R_E	c_om|p_l_o|t_e|r_aient	0.0	0.01
comploterait	k§plOt°RE	comploter	VER	VER			cnd:pre:3s;	k_§|p_l_O|t_°|R_E	c_om|p_l_o|t_e|r_ait	0.0	0.01
complotes	k§plOt	comploter	VER	VER			ind:pre:2s;	k_§|p_l_O_t_#	c_om|p_l_o_t_es	0.0	0.2
comploteur	k§plot9R	comploteur	NOM	NOM	m	s		k_§|p_l_o|t_9_R	c_om|p_l_o|t_eu_r	0.14	0.16
comploteurs	k§plot9R	comploteur	NOM	NOM	m	p		k_§|p_l_o|t_9_R_#	c_om|p_l_o|t_eu_r_s	0.2	0.01
comploteuse	k§plOt2z	comploteur	NOM	NOM	f	s		k_§|p_l_O|t_2_z_#	c_om|p_l_o|t_eu_s_e	0.0	0.01
complotez	k§plote	comploter	VER	VER			imp:pre:2p;ind:pre:2p;	k_§|p_l_o|t_e	c_om|p_l_o|t_ez	0.14	0.63
complotiez	k§plotje	comploter	VER	VER			ind:imp:2p;	k_§|p_l_o|t_j_e	c_om|p_l_o|t_i_ez	0.0	0.15
complotons	k§plot§	comploter	VER	VER			ind:pre:1p;	k_§|p_l_o|t_§	c_om|p_l_o|t_ons	0.14	0.0
complots	k§plo	complot	NOM	NOM	m	p		k_§|p_l_o_#	c_om|p_l_o_ts	1.69	0.63
complotèrent	k§plotER	comploter	VER	VER			ind:pas:3p;	k_§|p_l_o|t_E_R_#	c_om|p_l_o|t_è_r_ent	0.0	0.01
comploté	k§plote	comploter	VER	VER	m	s	par:pas;	k_§|p_l_o|t_e	c_om|p_l_o|t_é	0.27	0.53
complu	k§ply	complu	ADJ	ADJ	m	s		k_§|p_l_y	c_om|p_l_u	0.47	0.0
complus	k§ply	complaire	VER	VER			ind:pas:1s;	k_§|p_l_y	c_om|p_l_us	0.07	0.0
complut	k§ply	complaire	VER	VER			ind:pas:3s;	k_§|p_l_y	c_om|p_l_ut	0.14	0.0
complète	k§plEt	complet	ADJ	ADJ,VER	f	s		k_§|p_l_E_t_#	c_om|p_l_è_t_e	18.18	8.84
complète	k§plEt	compléter	VER	ADJ,VER			imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	k_§|p_l_E_t_#	c_om|p_l_è_t_e	0.95	1.11
complètement	k§plEt°m@	complètement	ADV	ADV,NOM				k_§|p_l_E|t_°|m_@	c_om|p_l_è|t_e|m_ent	81.49	105.33
complètement	k§plEt°m@	complètement	NOM	ADV,NOM	m	s		k_§|p_l_E|t_°|m_@	c_om|p_l_è|t_e|m_ent	0.0	0.1
complètements	k§plEt°m@	complètement	NOM	NOM	m	p		k_§|p_l_E|t_°|m_@_#	c_om|p_l_è|t_e|m_en_ts	0.0	0.06
complètent	k§plEt	compléter	VER	VER			ind:pre:3p;	k_§|p_l_E_t_#	c_om|p_l_è_t_ent	0.41	0.37
complètes	k§plEt	complet	ADJ	ADJ,VER	f	p		k_§|p_l_E_t_#	c_om|p_l_è_t_es	3.31	0.92
complètes	k§plEt	compléter	VER	ADJ,VER			ind:pre:2s;	k_§|p_l_E_t_#	c_om|p_l_è_t_es	0.07	0.04
complément	k§plem@	complément	NOM	NOM	m	s		k_§|p_l_e|m_@	c_om|p_l_é|m_ent	2.77	0.96
complémentaire	k§plem@tER	complémentaire	ADJ	ADJ		s		k_§|p_l_e|m_@|t_E_R_#	c_om|p_l_é|m_en|t_ai_r_e	1.55	0.47
complémentairement	k§plem@tER°m@	complémentairement	ADV	ADV				k_§|p_l_e|m_@|t_E|R_°|m_@	c_om|p_l_é|m_en|t_ai|r_e|m_ent	0.14	0.0
complémentaires	k§plem@tER	complémentaire	ADJ	ADJ		p		k_§|p_l_e|m_@|t_E_R_#	c_om|p_l_é|m_en|t_ai_r_es	1.96	0.34
complémentarité	k§plem@taRite	complémentarité	NOM	NOM	f	s		k_§|p_l_e|m_@|t_a|R_i|t_e	c_om|p_l_é|m_en|t_a|r_i|t_é	0.14	0.03
compléments	k§plem@	complément	NOM	NOM	m	p		k_§|p_l_e|m_@_#	c_om|p_l_é|m_en_ts	0.74	0.28
compléta	k§pleta	compléter	VER	VER			ind:pas:3s;	k_§|p_l_e|t_a	c_om|p_l_é|t_a	1.69	0.0
complétai	k§plete	compléter	VER	VER			ind:pas:1s;	k_§|p_l_e|t_e	c_om|p_l_é|t_ai	0.14	0.0
complétaient	k§pletE	compléter	VER	VER			ind:imp:3p;	k_§|p_l_e|t_E	c_om|p_l_é|t_aient	1.15	0.01
complétais	k§pletE	compléter	VER	VER			ind:imp:1s;	k_§|p_l_e|t_E	c_om|p_l_é|t_ais	0.07	0.01
complétait	k§pletE	compléter	VER	VER			ind:imp:3s;	k_§|p_l_e|t_E	c_om|p_l_é|t_ait	1.49	0.21
complétant	k§plet@	compléter	VER	VER			par:pre;	k_§|p_l_e|t_@	c_om|p_l_é|t_ant	0.54	0.03
compléter	k§plete	compléter	VER	VER			inf;	k_§|p_l_e|t_e	c_om|p_l_é|t_er	4.46	2.02
complétera	k§plet°Ra	compléter	VER	VER			ind:fut:3s;	k_§|p_l_e|t_°|R_a	c_om|p_l_é|t_e|r_a	0.2	0.02
compléterai	k§plEt°Re	compléter	VER	VER			ind:fut:1s;	k_§|p_l_E|t_°|R_e	c_om|p_l_é|t_e|r_ai	0.0	0.02
compléteraient	k§plet°RE	compléter	VER	VER			cnd:pre:3p;	k_§|p_l_e|t_°|R_E	c_om|p_l_é|t_e|r_aient	0.14	0.0
compléterait	k§plet°RE	compléter	VER	VER			cnd:pre:3s;	k_§|p_l_e|t_°|R_E	c_om|p_l_é|t_e|r_ait	0.14	0.01
compléteras	k§plet°Ra	compléter	VER	VER			ind:fut:2s;	k_§|p_l_e|t_°|R_a	c_om|p_l_é|t_e|r_as	0.07	0.0
compléterez	k§plet°Re	compléter	VER	VER			ind:fut:2p;	k_§|p_l_e|t_°|R_e	c_om|p_l_é|t_e|r_ez	0.07	0.01
compléteront	k§plet°R§	compléter	VER	VER			ind:fut:3p;	k_§|p_l_e|t_°|R_§	c_om|p_l_é|t_e|r_ont	0.0	0.01
complétez	k§plete	compléter	VER	VER			imp:pre:2p;ind:pre:2p;	k_§|p_l_e|t_e	c_om|p_l_é|t_ez	0.0	0.18
complétiez	k§pletje	compléter	VER	VER			ind:imp:2p;	k_§|p_l_e|t_j_e	c_om|p_l_é|t_i_ez	0.07	0.01
complétons	k§plet§	compléter	VER	VER			imp:pre:1p;ind:pre:1p;	k_§|p_l_e|t_§	c_om|p_l_é|t_ons	0.0	0.14
complétude	k§pletyd	complétude	NOM	NOM	f	s		k_§|p_l_e|t_y_d_#	c_om|p_l_é|t_u_d_e	0.07	0.14
complétèrent	k§pletER	compléter	VER	VER			ind:pas:3p;	k_§|p_l_e|t_E_R_#	c_om|p_l_é|t_è_r_ent	0.14	0.0
complété	k§plete	compléter	VER	VER	m	s	par:pas;	k_§|p_l_e|t_e	c_om|p_l_é|t_é	1.42	0.45
complétée	k§plete	compléter	VER	VER	f	s	par:pas;	k_§|p_l_e|t_e_#	c_om|p_l_é|t_é_e	0.68	0.11
complétées	k§plete	compléter	VER	VER	f	p	par:pas;	k_§|p_l_e|t_e_#	c_om|p_l_é|t_é_es	0.34	0.01
complétés	k§plete	compléter	VER	VER	m	p	par:pas;	k_§|p_l_e|t_e_#	c_om|p_l_é|t_é_s	0.2	0.12
compo	k§po	compo	NOM	NOM	f	s		k_§|p_o	c_om|p_o	1.35	0.06
componction	k§p§ksj§	componction	NOM	NOM	f	s		k_§|p_§_k|s_j_§	c_om|p_on_c|t_i_on	1.76	0.01
components	k§pon@	component	NOM	NOM	m	p		k_§|p_o|n_@_#	c_om|p_o|n_en_ts	0.07	0.01
comporta	k§pORta	comporter	VER	VER			ind:pas:3s;	k_§|p_O_R|t_a	c_om|p_o_r|t_a	0.47	0.41
comportai	k§pORte	comporter	VER	VER			ind:pas:1s;	k_§|p_O_R|t_e	c_om|p_o_r|t_ai	0.07	0.01
comportaient	k§pORtE	comporter	VER	VER			ind:imp:3p;	k_§|p_O_R|t_E	c_om|p_o_r|t_aient	1.69	0.21
comportais	k§pORtE	comporter	VER	VER			ind:imp:1s;ind:imp:2s;	k_§|p_O_R|t_E	c_om|p_o_r|t_ais	0.14	0.23
comportait	k§pORtE	comporter	VER	VER			ind:imp:3s;	k_§|p_O_R|t_E	c_om|p_o_r|t_ait	7.77	1.28
comportant	k§pORt@	comporter	VER	VER			par:pre;	k_§|p_O_R|t_@	c_om|p_o_r|t_ant	1.22	0.23
comportassent	k§pORtas	comporter	VER	VER			sub:imp:3p;	k_§|p_O_R|t_a_s_#	c_om|p_o_r|t_a_ss_ent	0.07	0.0
